file_id,dial_a,dial_b,start_time,duration,service_id,hplmn,vplmn,external_charges
1,201000000014,201090000002,2026-04-10 00:13:49,2097,1,EGYVO,,0
1,201000000026,google.com,2026-04-26 21:11:49,23801755,2,EGYVO,,0
1,201000000021,facebook.com,2026-04-05 01:17:49,62518424,2,EGYVO,,0
1,201000000046,201223344556,2026-04-08 01:55:49,1,3,EGYVO,,0
1,201000000006,201000000008,2026-04-15 16:25:49,1881,1,EGYVO,,0
1,201000000011,youtube.com,2026-04-26 10:20:49,24570000,2,EGYVO,,0
1,201000000042,201223344556,2026-04-11 22:57:49,1675,1,EGYVO,,0
1,201000000002,facebook.com,2026-04-22 13:08:49,87149454,2,EGYVO,,0
1,201000000038,whatsapp.net,2026-04-01 00:44:49,34070584,2,EGYVO,,0
1,201000000046,201090000003,2026-04-09 04:29:49,1,3,EGYVO,,0
1,201000000027,201090000001,2026-04-22 00:24:49,975,1,EGYVO,,0
1,201000000030,201223344556,2026-04-01 03:44:49,1,3,EGYVO,,0
1,201000000047,google.com,2026-04-10 15:00:49,89911142,2,EGYVO,,0
1,201000000016,201223344556,2026-04-25 18:10:49,2986,1,EGYVO,,0
1,201000000038,201000000008,2026-04-03 02:11:49,1,3,EGYVO,,0
1,201000000002,201090000003,2026-04-17 21:33:49,1,3,EGYVO,,0
1,201000000046,youtube.com,2026-04-13 11:10:49,85381250,2,EGYVO,,0
1,201000000044,201090000002,2026-04-20 20:12:49,1,3,EGYVO,,0
1,201000000028,201090000001,2026-04-13 09:13:49,1,3,EGYVO,,0
1,201000000005,201090000002,2026-04-19 21:01:49,1,3,EGYVO,,0
1,201000000048,facebook.com,2026-04-27 23:19:49,51628274,2,EGYVO,,0
1,201000000007,201223344556,2026-04-23 06:40:49,1,3,EGYVO,,0
1,201000000036,201000000008,2026-04-24 23:02:49,1681,1,EGYVO,,0
1,201000000039,201090000001,2026-04-23 11:15:49,3015,1,EGYVO,,0
1,201000000044,201090000001,2026-04-27 21:08:49,3103,1,EGYVO,,0
1,201000000022,youtube.com,2026-04-18 21:55:49,7814620,2,EGYVO,,0
1,201000000037,whatsapp.net,2026-04-01 19:49:49,8967084,2,EGYVO,,0
1,201000000043,201223344556,2026-04-16 08:43:49,1,3,EGYVO,,0
1,201000000030,201223344556,2026-04-20 09:33:49,2612,1,EGYVO,,0
1,201000000011,201090000002,2026-04-09 01:30:49,2567,1,EGYVO,,0
1,201000000033,google.com,2026-04-21 05:07:49,55851116,2,EGYVO,,0
1,201000000003,201090000002,2026-04-15 15:53:49,3090,1,EGYVO,,0
1,201000000030,google.com,2026-04-22 01:59:49,67680479,2,EGYVO,,0
1,201000000048,201223344556,2026-04-07 17:44:49,3063,1,EGYVO,,0
1,201000000044,201090000001,2026-04-08 00:57:49,3076,1,EGYVO,,0
1,201000000007,201090000003,2026-04-21 18:10:49,1,3,EGYVO,,0
1,201000000029,201090000001,2026-04-11 10:08:49,3390,1,EGYVO,,0
1,201000000034,201090000001,2026-04-23 18:16:49,1,3,EGYVO,,0
1,201000000043,201223344556,2026-04-20 10:48:49,1,3,EGYVO,,0
1,201000000015,201090000003,2026-04-13 12:41:49,1,3,EGYVO,,0
1,201000000011,201090000003,2026-04-21 16:56:49,1,3,EGYVO,,0
1,201000000024,facebook.com,2026-03-29 09:21:49,11728002,2,EGYVO,,0
1,201000000023,201090000001,2026-04-26 08:37:49,1,3,EGYVO,,0
1,201000000046,201090000001,2026-04-22 20:41:49,1,3,EGYVO,,0
1,201000000021,201090000001,2026-04-11 00:55:49,3511,1,EGYVO,,0
1,201000000006,201090000001,2026-04-03 03:54:49,1,3,EGYVO,,0
1,201000000026,201000000008,2026-04-11 04:53:49,107,1,EGYVO,,0
1,201000000038,whatsapp.net,2026-04-12 17:16:49,63528605,2,EGYVO,,0
1,201000000004,whatsapp.net,2026-04-07 04:44:49,48095793,2,EGYVO,,0
1,201000000011,201090000001,2026-04-05 09:14:49,1,3,EGYVO,,0
1,201000000022,201000000008,2026-04-13 00:18:49,1840,1,EGYVO,,0
1,201000000007,youtube.com,2026-04-23 13:26:49,55806468,2,EGYVO,,0
1,201000000001,youtube.com,2026-03-30 05:10:49,64702824,2,EGYVO,,0
1,201000000023,201090000003,2026-04-03 21:35:49,1,3,EGYVO,,0
1,201000000001,fmrz-telecom.net,2026-04-22 23:29:49,54205594,2,EGYVO,,0
1,201000000030,201090000002,2026-04-13 21:05:49,1411,1,EGYVO,,0
1,201000000033,fmrz-telecom.net,2026-04-27 22:48:49,101978038,2,EGYVO,,0
1,201000000005,201090000002,2026-04-14 01:22:49,1,3,EGYVO,,0
1,201000000021,facebook.com,2026-04-21 20:32:49,8432728,2,EGYVO,,0
1,201000000039,201090000001,2026-04-02 18:48:49,1,3,EGYVO,,0
1,201000000006,201223344556,2026-03-29 09:25:49,1,3,EGYVO,,0
1,201000000013,201223344556,2026-04-27 20:59:49,1,3,EGYVO,,0
1,201000000025,201090000002,2026-04-06 12:44:49,1495,1,EGYVO,,0
1,201000000039,201223344556,2026-04-26 21:26:49,1,3,EGYVO,,0
1,201000000019,youtube.com,2026-04-06 15:08:49,68894474,2,EGYVO,,0
1,201000000003,whatsapp.net,2026-04-13 16:38:49,59533948,2,EGYVO,,0
1,201000000008,201090000001,2026-04-07 01:18:49,1,3,EGYVO,,0
1,201000000016,youtube.com,2026-03-31 09:00:49,91405103,2,EGYVO,,0
1,201000000004,201223344556,2026-04-23 08:43:49,1,3,EGYVO,,0
1,201000000013,youtube.com,2026-04-11 20:38:49,2578975,2,EGYVO,,0
1,201000000028,201090000001,2026-04-27 01:53:49,2754,1,EGYVO,,0
1,201000000003,201090000001,2026-04-23 18:10:49,2066,1,EGYVO,,0
1,201000000037,google.com,2026-04-08 06:32:49,88135160,2,EGYVO,,0
1,201000000012,facebook.com,2026-04-13 04:58:49,16437149,2,EGYVO,,0
1,201000000012,201090000003,2026-03-29 08:06:49,173,1,EGYVO,,0
1,201000000006,201000000008,2026-04-17 18:55:49,1,3,EGYVO,,0
1,201000000028,201000000008,2026-04-13 06:05:49,1,3,EGYVO,,0
1,201000000038,201090000001,2026-04-03 13:31:49,1,3,EGYVO,,0
1,201000000046,201090000001,2026-04-21 11:19:49,1522,1,EGYVO,,0
1,201000000045,201000000008,2026-03-31 22:39:49,3410,1,EGYVO,,0
1,201000000009,facebook.com,2026-04-18 18:04:49,49957221,2,EGYVO,,0
1,201000000008,201000000008,2026-04-12 17:34:49,1,3,EGYVO,,0
1,201000000014,201223344556,2026-04-03 12:01:49,1,3,EGYVO,,0
1,201000000046,201000000008,2026-04-13 00:35:49,2761,1,EGYVO,,0
1,201000000019,201090000002,2026-04-02 14:55:49,1717,1,EGYVO,,0
1,201000000016,google.com,2026-04-24 13:42:49,75251158,2,EGYVO,,0
1,201000000019,201223344556,2026-04-20 18:21:49,2296,1,EGYVO,,0
1,201000000026,facebook.com,2026-04-19 03:36:49,77536417,2,EGYVO,,0
1,201000000010,201090000003,2026-04-16 17:37:49,3442,1,EGYVO,,0
1,201000000034,201000000008,2026-04-09 05:21:49,1,3,EGYVO,,0
1,201000000005,201223344556,2026-04-11 03:22:49,1,3,EGYVO,,0
1,201000000043,whatsapp.net,2026-04-13 20:36:49,55879476,2,EGYVO,,0
1,201000000043,201090000001,2026-03-31 16:22:49,1,3,EGYVO,,0
1,201000000007,201090000001,2026-04-16 15:10:49,1828,1,EGYVO,,0
1,201000000017,201090000001,2026-04-21 11:46:49,2646,1,EGYVO,,0
1,201000000024,201090000001,2026-04-11 19:11:49,3061,1,EGYVO,,0
1,201000000013,201090000001,2026-04-11 18:31:49,77,1,EGYVO,,0
1,201000000042,whatsapp.net,2026-04-06 12:24:49,22639596,2,EGYVO,,0
1,201000000005,facebook.com,2026-04-11 16:30:49,85406371,2,EGYVO,,0
1,201000000009,youtube.com,2026-04-09 16:26:49,72611619,2,EGYVO,,0
