file_id,dial_a,dial_b,start_time,duration,service_id,hplmn,vplmn,external_charges
1,201000000015,facebook.com,2026-04-08 07:04:59,40156006,2,EGYVO,,0
1,201000000003,201090000003,2026-04-02 22:04:59,1268,1,EGYVO,,0
1,201000000034,201090000003,2026-04-20 03:54:59,3340,1,EGYVO,,0
1,201000000044,201000000008,2026-04-26 19:14:59,2272,1,EGYVO,,0
1,201000000029,201000000008,2026-04-10 17:36:59,1,3,EGYVO,,0
1,201000000017,fmrz-telecom.net,2026-04-27 04:55:59,87957411,2,EGYVO,,0
1,201000000025,201223344556,2026-04-04 02:24:59,1,3,EGYVO,,0
1,201000000032,201090000001,2026-04-23 13:38:59,91,1,EGYVO,,0
1,201000000016,201090000003,2026-04-20 18:30:59,1,3,EGYVO,,0
1,201000000002,201090000003,2026-04-14 14:34:59,1,3,EGYVO,,0
1,201000000021,201090000002,2026-04-23 08:22:59,1,3,EGYVO,,0
1,201000000006,201000000008,2026-04-21 18:19:59,1,3,EGYVO,,0
1,201000000037,201090000001,2026-04-22 02:08:59,1774,1,EGYVO,,0
1,201000000016,201000000008,2026-04-20 02:22:59,1,3,EGYVO,,0
1,201000000010,201000000008,2026-04-10 03:10:59,1,3,EGYVO,,0
1,201000000008,201090000003,2026-04-27 08:38:59,1,3,EGYVO,,0
1,201000000004,google.com,2026-04-12 22:15:59,53504032,2,EGYVO,,0
1,201000000043,whatsapp.net,2026-04-22 00:06:59,42941412,2,EGYVO,,0
1,201000000002,youtube.com,2026-04-16 05:06:59,26582290,2,EGYVO,,0
1,201000000027,fmrz-telecom.net,2026-04-13 01:35:59,46858022,2,EGYVO,,0
1,201000000031,201090000001,2026-04-21 02:51:59,1,3,EGYVO,,0
1,201000000023,youtube.com,2026-04-03 12:50:59,84245038,2,EGYVO,,0
1,201000000043,201000000008,2026-04-10 09:10:59,3297,1,EGYVO,,0
1,201000000009,201223344556,2026-04-06 08:04:59,1,3,EGYVO,,0
1,201000000043,201090000001,2026-04-15 07:52:59,1,3,EGYVO,,0
1,201000000024,201090000003,2026-04-02 21:46:59,1,3,EGYVO,,0
1,201000000017,201090000001,2026-03-31 23:20:59,1,3,EGYVO,,0
1,201000000022,whatsapp.net,2026-04-21 08:23:59,41984182,2,EGYVO,,0
1,201000000011,201090000002,2026-04-27 12:42:59,1,3,EGYVO,,0
1,201000000027,201000000008,2026-04-27 14:36:59,3174,1,EGYVO,,0
1,201000000044,201090000001,2026-04-08 22:20:59,1591,1,EGYVO,,0
1,201000000008,fmrz-telecom.net,2026-04-16 14:46:59,40993572,2,EGYVO,,0
1,201000000005,201090000001,2026-04-27 00:39:59,1,3,EGYVO,,0
1,201000000038,fmrz-telecom.net,2026-04-21 05:07:59,42826146,2,EGYVO,,0
1,201000000043,201000000008,2026-04-26 22:51:59,1,3,EGYVO,,0
1,201000000003,201090000002,2026-04-14 02:00:59,1,3,EGYVO,,0
1,201000000013,fmrz-telecom.net,2026-04-14 05:17:59,69454100,2,EGYVO,,0
1,201000000001,google.com,2026-04-13 04:37:59,86923285,2,EGYVO,,0
1,201000000025,201223344556,2026-04-06 20:02:59,1,3,EGYVO,,0
1,201000000041,201090000001,2026-04-20 02:46:59,930,1,EGYVO,,0
1,201000000003,201000000008,2026-04-01 01:42:59,239,1,EGYVO,,0
1,201000000023,201000000008,2026-04-02 15:12:59,1,3,EGYVO,,0
1,201000000015,201223344556,2026-04-18 03:00:59,1,3,EGYVO,,0
1,201000000026,fmrz-telecom.net,2026-04-01 03:17:59,102738527,2,EGYVO,,0
1,201000000013,201223344556,2026-04-15 23:43:59,979,1,EGYVO,,0
1,201000000041,201090000001,2026-04-08 04:37:59,1,3,EGYVO,,0
1,201000000047,201223344556,2026-04-08 02:43:59,1,3,EGYVO,,0
1,201000000012,201000000008,2026-04-27 08:24:59,1,3,EGYVO,,0
1,201000000021,201090000003,2026-03-30 01:52:59,1,3,EGYVO,,0
1,201000000027,youtube.com,2026-04-25 07:18:59,76042056,2,EGYVO,,0
1,201000000035,201223344556,2026-04-20 05:33:59,1,3,EGYVO,,0
1,201000000033,201090000001,2026-04-07 08:38:59,2273,1,EGYVO,,0
1,201000000024,facebook.com,2026-04-03 06:14:59,8817881,2,EGYVO,,0
1,201000000008,201090000003,2026-04-15 23:00:59,1,3,EGYVO,,0
1,201000000013,201090000003,2026-04-22 18:33:59,2860,1,EGYVO,,0
1,201000000015,fmrz-telecom.net,2026-04-26 12:23:59,53739895,2,EGYVO,,0
1,201000000041,facebook.com,2026-04-22 10:23:59,28653088,2,EGYVO,,0
1,201000000047,facebook.com,2026-04-17 05:03:59,20973584,2,EGYVO,,0
1,201000000013,fmrz-telecom.net,2026-04-19 10:57:59,3317130,2,EGYVO,,0
1,201000000047,youtube.com,2026-04-29 01:24:59,82343220,2,EGYVO,,0
1,201000000039,201090000003,2026-04-18 12:10:59,1,3,EGYVO,,0
1,201000000034,201223344556,2026-03-29 18:07:59,1,3,EGYVO,,0
1,201000000021,youtube.com,2026-04-26 14:10:59,25493681,2,EGYVO,,0
1,201000000006,201223344556,2026-04-10 16:32:59,855,1,EGYVO,,0
1,201000000045,youtube.com,2026-04-24 17:01:59,19132455,2,EGYVO,,0
1,201000000009,facebook.com,2026-04-22 20:52:59,57710680,2,EGYVO,,0
1,201000000030,google.com,2026-04-11 13:22:59,89275484,2,EGYVO,,0
1,201000000006,201090000002,2026-04-09 23:36:59,2987,1,EGYVO,,0
1,201000000036,201090000002,2026-04-20 05:08:59,1553,1,EGYVO,,0
1,201000000027,201090000002,2026-04-18 06:59:59,168,1,EGYVO,,0
1,201000000029,youtube.com,2026-04-21 01:34:59,101657589,2,EGYVO,,0
1,201000000040,201223344556,2026-04-19 17:29:59,2348,1,EGYVO,,0
1,201000000027,201090000001,2026-04-07 22:43:59,48,1,EGYVO,,0
1,201000000035,201090000002,2026-04-05 06:10:59,211,1,EGYVO,,0
1,201000000029,201090000002,2026-03-29 20:31:59,2441,1,EGYVO,,0
1,201000000016,201223344556,2026-04-02 15:14:59,1754,1,EGYVO,,0
1,201000000014,google.com,2026-04-17 19:15:59,16606605,2,EGYVO,,0
1,201000000021,201000000008,2026-04-18 19:54:59,692,1,EGYVO,,0
1,201000000013,google.com,2026-04-16 06:35:59,47630480,2,EGYVO,,0
1,201000000014,201090000001,2026-04-22 12:05:59,1,3,EGYVO,,0
1,201000000047,facebook.com,2026-04-07 19:43:59,100343409,2,EGYVO,,0
1,201000000004,fmrz-telecom.net,2026-04-05 22:22:59,48036545,2,EGYVO,,0
1,201000000012,201090000003,2026-04-08 08:36:59,1,3,EGYVO,,0
1,201000000024,facebook.com,2026-03-29 09:31:59,100543208,2,EGYVO,,0
1,201000000026,201000000008,2026-03-30 21:10:59,1249,1,EGYVO,,0
1,201000000037,201090000001,2026-04-19 16:08:59,1257,1,EGYVO,,0
1,201000000030,201090000002,2026-04-08 11:35:59,1,3,EGYVO,,0
1,201000000038,whatsapp.net,2026-04-12 02:06:59,93735090,2,EGYVO,,0
1,201000000038,201090000002,2026-04-14 09:04:59,1,3,EGYVO,,0
1,201000000047,201090000001,2026-04-27 22:50:59,317,1,EGYVO,,0
1,201000000014,fmrz-telecom.net,2026-04-21 11:14:59,52395851,2,EGYVO,,0
1,201000000041,facebook.com,2026-04-23 04:13:59,79180307,2,EGYVO,,0
1,201000000021,201000000008,2026-04-27 10:37:59,2051,1,EGYVO,,0
1,201000000024,whatsapp.net,2026-04-13 16:01:59,85197486,2,EGYVO,,0
1,201000000007,201223344556,2026-03-29 07:10:59,164,1,EGYVO,,0
1,201000000003,201223344556,2026-04-22 23:44:59,117,1,EGYVO,,0
1,201000000022,201090000003,2026-03-29 06:37:59,3515,1,EGYVO,,0
1,201000000011,201223344556,2026-04-18 06:33:59,1,3,EGYVO,,0
1,201000000029,facebook.com,2026-04-04 23:11:59,57725797,2,EGYVO,,0
1,201000000005,201090000002,2026-04-23 07:44:59,1,3,EGYVO,,0
1,201000000002,facebook.com,2026-04-01 02:36:59,85024129,2,EGYVO,,0
1,201000000017,whatsapp.net,2026-03-31 03:32:59,66869313,2,EGYVO,,0
1,201000000026,201090000001,2026-04-23 10:25:59,1305,1,EGYVO,,0
1,201000000032,201223344556,2026-04-11 02:04:59,1,3,EGYVO,,0
1,201000000040,201000000008,2026-04-24 09:25:59,2555,1,EGYVO,,0
1,201000000003,201090000002,2026-04-21 06:57:59,1,3,EGYVO,,0
1,201000000014,whatsapp.net,2026-04-12 22:36:59,26498875,2,EGYVO,,0
1,201000000031,201223344556,2026-04-21 05:38:59,2435,1,EGYVO,,0
1,201000000010,google.com,2026-04-01 03:44:59,42903515,2,EGYVO,,0
1,201000000031,201090000001,2026-03-31 17:47:59,1900,1,EGYVO,,0
1,201000000026,201000000008,2026-04-29 04:40:59,1,3,EGYVO,,0
1,201000000028,google.com,2026-04-16 05:11:59,35661849,2,EGYVO,,0
1,201000000021,google.com,2026-04-22 15:09:59,81239003,2,EGYVO,,0
