file_id,dial_a,dial_b,start_time,duration,service_id,hplmn,vplmn,external_charges
1,201000000032,201223344556,2026-04-14 17:37:04,1,3,EGYVO,,0
1,201000000032,201090000001,2026-04-27 15:58:04,1,3,EGYVO,,0
1,201000000008,201223344556,2026-04-03 13:34:04,849,1,EGYVO,,0
1,201000000043,youtube.com,2026-04-02 11:01:04,273380,2,EGYVO,,0
1,201000000021,fmrz-telecom.net,2026-04-05 21:07:04,90301,2,EGYVO,,0
1,201000000015,201223344556,2026-04-10 19:15:04,3332,1,EGYVO,,0
1,201000000008,201223344556,2026-04-11 12:07:04,1206,1,EGYVO,,0
1,201000000006,201090000002,2026-04-21 16:12:04,1390,1,EGYVO,,0
1,201000000032,201090000002,2026-04-27 18:32:04,1,3,EGYVO,,0
1,201000000008,201090000003,2026-04-06 02:59:04,3248,1,EGYVO,,0
1,201000000002,google.com,2026-03-30 03:57:04,613126,2,EGYVO,,0
1,201000000027,201223344556,2026-03-31 06:38:04,1,3,EGYVO,,0
1,201000000005,201090000001,2026-03-30 00:44:04,1,3,EGYVO,,0
1,201000000014,201090000003,2026-04-01 10:44:04,1,3,EGYVO,,0
1,201000000016,201090000001,2026-04-26 11:25:04,1,3,EGYVO,,0
1,201000000015,youtube.com,2026-04-21 17:50:04,681628,2,EGYVO,,0
1,201000000033,201223344556,2026-03-29 17:40:04,1,3,EGYVO,,0
1,201000000030,facebook.com,2026-04-01 08:12:04,790547,2,EGYVO,,0
1,201000000004,201000000008,2026-04-17 05:01:04,1,3,EGYVO,,0
1,201000000004,201090000001,2026-04-05 11:26:04,1,3,EGYVO,,0
1,201000000028,201090000003,2026-04-28 08:03:04,1,3,EGYVO,,0
1,201000000041,201090000002,2026-04-01 14:04:04,1775,1,EGYVO,,0
1,201000000029,facebook.com,2026-04-19 16:13:04,712995,2,EGYVO,,0
1,201000000040,201090000002,2026-04-27 05:07:04,1562,1,EGYVO,,0
1,201000000045,facebook.com,2026-04-18 23:35:04,680210,2,EGYVO,,0
1,201000000041,201090000003,2026-03-31 20:54:04,1,3,EGYVO,,0
1,201000000004,youtube.com,2026-04-15 14:13:04,808007,2,EGYVO,,0
1,201000000001,201000000008,2026-04-13 16:34:04,1,3,EGYVO,,0
1,201000000022,201223344556,2026-04-11 23:53:04,1,3,EGYVO,,0
1,201000000023,whatsapp.net,2026-04-22 20:50:04,1039286,2,EGYVO,,0
1,201000000044,201090000002,2026-04-24 22:22:04,1,3,EGYVO,,0
1,201000000039,201090000002,2026-04-15 17:40:04,2204,1,EGYVO,,0
1,201000000031,whatsapp.net,2026-04-09 12:34:04,813029,2,EGYVO,,0
1,201000000036,201090000001,2026-04-17 20:00:04,1,3,EGYVO,,0
1,201000000037,201090000003,2026-04-19 11:27:04,2375,1,EGYVO,,0
1,201000000023,201090000003,2026-03-29 11:45:04,3080,1,EGYVO,,0
1,201000000005,201090000003,2026-04-26 13:08:04,1,3,EGYVO,,0
1,201000000046,facebook.com,2026-04-11 01:41:04,765949,2,EGYVO,,0
1,201000000003,201000000008,2026-04-25 08:35:04,1,3,EGYVO,,0
1,201000000014,201090000003,2026-04-15 04:39:04,1714,1,EGYVO,,0
1,201000000001,facebook.com,2026-04-26 02:52:04,215178,2,EGYVO,,0
1,201000000035,201090000002,2026-04-05 14:17:04,1,3,EGYVO,,0
1,201000000001,facebook.com,2026-04-07 02:22:04,366314,2,EGYVO,,0
1,201000000035,201223344556,2026-04-20 20:00:04,672,1,EGYVO,,0
1,201000000035,201223344556,2026-03-31 15:33:04,1,3,EGYVO,,0
1,201000000030,201090000001,2026-04-10 21:52:04,2686,1,EGYVO,,0
1,201000000031,201000000008,2026-04-08 14:22:04,1,3,EGYVO,,0
1,201000000007,201090000001,2026-04-02 12:26:04,3116,1,EGYVO,,0
1,201000000028,201000000008,2026-04-04 07:37:04,695,1,EGYVO,,0
1,201000000036,google.com,2026-04-03 06:37:04,389432,2,EGYVO,,0
1,201000000010,youtube.com,2026-04-02 02:27:04,1015679,2,EGYVO,,0
